example_id                                                         | status  | run_time        |
./spec/helpers/nav_helper_spec.rb[1:1:1]                           | passed  | 0.00283 seconds |
./spec/helpers/nav_helper_spec.rb[1:1:2]                           | passed  | 0.00273 seconds |
./spec/helpers/nav_helper_spec.rb[1:1:3]                           | passed  | 0.0026 seconds  |
./spec/helpers/nav_helper_spec.rb[1:1:4]                           | passed  | 0.00266 seconds |
./spec/helpers/nav_helper_spec.rb[1:1:5]                           | passed  | 0.0027 seconds  |
./spec/helpers/nav_helper_spec.rb[1:1:6]                           | passed  | 0.00352 seconds |
./spec/helpers/nav_helper_spec.rb[1:1:7]                           | passed  | 0.00377 seconds |
./spec/helpers/nav_helper_spec.rb[1:2:1]                           | passed  | 0.00295 seconds |
./spec/helpers/nav_helper_spec.rb[1:2:2]                           | passed  | 0.00269 seconds |
./spec/helpers/nav_helper_spec.rb[1:2:3]                           | passed  | 0.00256 seconds |
./spec/helpers/project_items_helper_spec.rb[1:1:1]                 | passed  | 0.10718 seconds |
./spec/helpers/project_items_helper_spec.rb[1:1:2]                 | passed  | 0.0975 seconds  |
./spec/helpers/project_items_helper_spec.rb[1:1:3]                 | passed  | 0.08127 seconds |
./spec/helpers/research_area_helper_spec.rb[1:1:1]                 | passed  | 0.01301 seconds |
./spec/helpers/service_helper_spec.rb[1:1]                         | passed  | 0.00337 seconds |
./spec/helpers/service_helper_spec.rb[1:2]                         | passed  | 0.00236 seconds |
./spec/helpers/service_helper_spec.rb[1:3]                         | passed  | 0.00225 seconds |
./spec/helpers/service_helper_spec.rb[1:4]                         | passed  | 0.01102 seconds |
./spec/jobs/message/register_message_job_spec.rb[1:1]              | passed  | 0.07628 seconds |
./spec/jobs/message/register_message_job_spec.rb[1:2]              | passed  | 0.10293 seconds |
./spec/jobs/message/register_message_job_spec.rb[1:3]              | passed  | 0.08112 seconds |
./spec/jobs/project/register_job_spec.rb[1:1]                      | passed  | 0.01832 seconds |
./spec/jobs/project/register_job_spec.rb[1:2]                      | passed  | 0.02192 seconds |
./spec/jobs/project_item/ready_job_spec.rb[1:1]                    | passed  | 0.07925 seconds |
./spec/jobs/project_item/ready_job_spec.rb[1:2]                    | passed  | 0.08276 seconds |
./spec/jobs/project_item/register_job_spec.rb[1:1]                 | passed  | 0.08054 seconds |
./spec/jobs/project_item/register_job_spec.rb[1:2]                 | passed  | 0.0874 seconds  |
./spec/lib/import/eic_spec.rb[1:1:1]                               | passed  | 0.03249 seconds |
./spec/lib/import/eic_spec.rb[1:1:2]                               | passed  | 0.05827 seconds |
./spec/lib/import/eic_spec.rb[1:2:1]                               | passed  | 0.2837 seconds  |
./spec/lib/import/eic_spec.rb[1:2:2]                               | failed  | 0.04132 seconds |
./spec/lib/import/eic_spec.rb[1:2:3]                               | failed  | 0.04833 seconds |
./spec/lib/import/eic_spec.rb[1:2:4]                               | failed  | 0.03991 seconds |
./spec/lib/import/eic_spec.rb[1:2:5]                               | passed  | 0.09558 seconds |
./spec/lib/import/eic_spec.rb[1:2:6]                               | failed  | 0.1491 seconds  |
./spec/lib/import/eic_spec.rb[1:2:7]                               | failed  | 0.13977 seconds |
./spec/lib/import/eic_spec.rb[1:2:8]                               | passed  | 0.10899 seconds |
./spec/lib/import/eic_spec.rb[1:2:9]                               | passed  | 0.23298 seconds |
./spec/lib/import/eic_spec.rb[1:2:10]                              | failed  | 0.1008 seconds  |
./spec/lib/import/eic_spec.rb[1:2:11]                              | failed  | 0.03774 seconds |
./spec/lib/import/eic_spec.rb[1:2:12]                              | failed  | 0.03635 seconds |
./spec/lib/import/eic_spec.rb[1:2:13]                              | failed  | 0.0338 seconds  |
./spec/lib/import/eic_spec.rb[1:2:14]                              | failed  | 0.03331 seconds |
./spec/lib/import/eic_spec.rb[1:2:15]                              | failed  | 0.06682 seconds |
./spec/lib/import/eic_spec.rb[1:3]                                 | failed  | 0.07619 seconds |
./spec/lib/import/eic_spec.rb[1:4]                                 | failed  | 0.04618 seconds |
./spec/lib/import/eic_spec.rb[1:5]                                 | failed  | 0.04526 seconds |
./spec/lib/import/eic_spec.rb[1:6]                                 | failed  | 0.0679 seconds  |
./spec/lib/import/eic_spec.rb[1:7]                                 | passed  | 0.02502 seconds |
./spec/lib/import/eic_spec.rb[1:8]                                 | passed  | 0.02915 seconds |
./spec/lib/jira/console_checker_spec.rb[1:1]                       | passed  | 0.00464 seconds |
./spec/lib/jira/console_checker_spec.rb[1:2]                       | passed  | 0.00422 seconds |
./spec/lib/jira/console_checker_spec.rb[1:3:1]                     | passed  | 0.00373 seconds |
./spec/lib/jira/console_checker_spec.rb[1:3:2]                     | passed  | 0.005 seconds   |
./spec/lib/jira/console_checker_spec.rb[1:3:3]                     | passed  | 0.00474 seconds |
./spec/lib/jira/console_checker_spec.rb[1:3:4]                     | passed  | 0.00483 seconds |
./spec/lib/jira/console_checker_spec.rb[1:3:5]                     | passed  | 0.00382 seconds |
./spec/lib/jira/console_checker_spec.rb[1:3:6]                     | passed  | 0.00337 seconds |
./spec/lib/jira/console_checker_spec.rb[1:4]                       | passed  | 0.00775 seconds |
./spec/lib/jira/console_checker_spec.rb[1:5]                       | passed  | 0.00412 seconds |
./spec/lib/jira/console_checker_spec.rb[1:6]                       | passed  | 0.00378 seconds |
./spec/lib/jira/console_checker_spec.rb[1:7]                       | passed  | 0.00494 seconds |
./spec/lib/jira/console_checker_spec.rb[1:8]                       | passed  | 0.0045 seconds  |
./spec/lib/jira/console_checker_spec.rb[1:9]                       | passed  | 0.00905 seconds |
./spec/lib/jira/console_checker_spec.rb[1:10]                      | passed  | 0.00855 seconds |
./spec/lib/jira/project_migrator_spec.rb[1:1]                      | passed  | 0.00466 seconds |
./spec/lib/jira/project_migrator_spec.rb[1:2]                      | passed  | 0.04527 seconds |
./spec/lib/jira/project_migrator_spec.rb[1:3]                      | passed  | 0.12814 seconds |
./spec/lib/jira/project_migrator_spec.rb[1:4]                      | passed  | 0.09207 seconds |
./spec/lib/jira/project_migrator_spec.rb[1:5]                      | passed  | 0.10791 seconds |
./spec/lib/jira/project_migrator_spec.rb[1:6]                      | passed  | 0.0804 seconds  |
./spec/lib/jira/setup_spec.rb[1:1]                                 | passed  | 0.00366 seconds |
./spec/lib/jira/setup_spec.rb[1:2]                                 | passed  | 0.00412 seconds |
./spec/lib/jira/setup_spec.rb[1:3]                                 | passed  | 0.00389 seconds |
./spec/lib/jira/setup_spec.rb[1:4]                                 | passed  | 0.00353 seconds |
./spec/lib/jira/setup_spec.rb[1:5]                                 | passed  | 0.00329 seconds |
./spec/lib/jms/subscriber_spec.rb[1:1]                             | passed  | 0.00468 seconds |
./spec/lib/jms/subscriber_spec.rb[1:2]                             | passed  | 0.00483 seconds |
./spec/lib/jms/subscriber_spec.rb[1:3]                             | passed  | 0.00494 seconds |
./spec/lib/tasks/import_spec.rb[1:1]                               | passed  | 0.00263 seconds |
./spec/lib/tasks/import_spec.rb[1:2]                               | passed  | 0.00305 seconds |
./spec/lib/tasks/import_spec.rb[1:3]                               | passed  | 0.00241 seconds |
./spec/lib/tasks/jira_spec.rb[1:1]                                 | passed  | 0.00207 seconds |
./spec/lib/tasks/jira_spec.rb[1:2]                                 | passed  | 0.00226 seconds |
./spec/lib/tasks/jira_spec.rb[2:1]                                 | passed  | 0.00201 seconds |
./spec/lib/tasks/jira_spec.rb[2:2]                                 | passed  | 0.00226 seconds |
